group,Storage Warehouse,Employment Agency,Parking Lot,Secondhand Dealer - Auto,Special Sale,Laundry,Electronics Store,Games of Chance,Amusement Device Temporary,Cabaret,Stoop Line Stand,Pedicab Business,Dealer In Products,Scale Dealer Repairer,Specialty Services,Secondhand Dealer - General,Sidewalk Cafe,Booting Company,Amusement Device Permanent,Gaming Cafe,root,Newsstand,Tow Truck Company,Process Serving Agency,Amusement Device Portable,Electronic & Appliance Service,Cigarette Retail Dealer,Scrap Metal Processor,Secondhand Dealer - Firearms,Service Providers,Transportation and Storage,Garage,General Vendor Distributor,Hospitality and Food Services,Laundry Jobber,Catering Establishment,Garage and Parking Lot,Horse Drawn Cab Owner,Pool or Billiard Room,Commercial Lessor,Bingo Game Operator,Home Improvement Contractor,Retail and Sales,Amusement Arcade,Auction House Premises,Sightseeing Bus,Debt Collection Agency,Property and Real Estate,Tow Truck Exemption,Entertainment and Leisure
20775,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,5,1,0,0,0,22,0,0,0,0,1,3,0,0,10,1,1,0,1,0,0,0,0,0,0,0,7,10,0,1,0,1,0,0,0
8,0,0,0,1,0,1,1,0,0,0,2,2,0,0,0,6,0,0,0,0,55,0,1,0,1,4,17,0,0,16,6,3,0,0,3,0,0,0,0,0,0,10,27,1,0,0,2,4,0,2
33979,0,2,0,3,0,2,3,0,0,0,3,0,2,0,1,5,1,0,0,0,47,0,0,0,1,2,9,1,0,13,2,2,0,1,2,0,0,0,0,0,0,8,25,0,0,0,1,4,0,1
32222,0,0,1,0,0,1,2,0,0,0,1,0,1,0,0,6,0,0,0,0,52,0,0,0,2,1,14,0,0,21,3,1,0,0,1,0,1,0,0,0,0,17,24,0,0,0,3,2,0,2
34878,0,0,1,1,0,1,2,0,0,0,1,2,0,0,0,5,3,0,0,0,35,0,0,0,0,1,6,0,1,9,5,2,0,3,1,0,0,0,0,0,0,8,16,0,0,0,0,2,0,0
33873,0,0,1,0,0,0,2,1,0,0,1,0,0,0,0,3,0,0,0,0,31,0,0,1,0,0,13,0,0,9,1,0,0,0,1,0,0,0,0,0,0,8,19,0,0,0,0,1,0,1
13738,0,1,1,1,0,1,5,0,0,0,0,0,0,0,0,3,2,0,0,0,42,0,2,0,1,3,6,0,0,14,4,1,0,2,5,0,0,0,0,0,0,9,15,0,0,0,1,6,0,1
28250,0,0,0,1,0,4,0,0,0,0,1,0,1,0,0,8,2,0,0,0,42,0,1,0,0,2,9,0,0,12,2,0,0,2,2,0,0,1,0,0,0,10,20,0,0,0,0,6,0,0
33749,0,0,0,1,0,2,4,0,0,0,1,2,1,0,0,6,1,0,0,0,41,1,0,0,0,1,8,0,0,10,3,1,0,1,2,0,0,0,1,0,0,9,22,0,0,0,0,4,0,1
12612,0,1,1,0,0,3,4,0,0,0,3,0,2,0,0,7,1,0,0,0,57,0,1,1,0,3,16,0,0,14,3,0,0,1,3,0,0,0,1,0,0,8,32,0,0,0,1,6,1,1
34253,0,0,0,1,0,2,3,0,0,0,2,1,0,0,0,6,1,0,0,1,41,0,0,0,0,2,10,0,0,12,2,1,0,1,1,0,0,0,0,0,0,10,22,0,0,0,0,3,0,1
43477,0,1,0,0,0,0,4,0,0,1,2,0,1,0,0,11,0,0,0,0,41,1,0,0,0,2,6,0,0,14,0,0,0,0,1,0,0,0,0,0,0,9,25,0,0,0,2,1,0,1
908,0,0,1,0,0,5,1,0,0,0,1,1,1,0,0,3,1,0,0,0,33,0,0,0,0,1,7,0,0,10,3,1,0,2,0,1,0,0,0,0,0,7,13,0,0,0,2,5,0,0
44356,1,0,0,0,0,2,2,0,0,0,1,0,0,0,0,2,0,0,1,0,25,0,2,0,0,1,3,0,0,7,5,1,0,0,2,0,0,1,0,0,0,6,8,0,0,0,0,4,0,1
44968,0,0,1,1,0,7,1,0,0,1,2,0,1,0,0,4,1,0,0,0,45,0,0,0,1,2,8,0,0,14,2,0,0,1,2,0,0,0,0,0,0,10,17,0,0,0,2,9,1,2
28275,0,0,2,1,0,0,0,0,0,0,1,0,1,0,0,5,1,0,0,0,35,0,0,0,0,3,5,0,0,14,4,1,0,1,3,0,0,1,0,0,0,10,13,0,0,0,1,3,0,0
44980,0,0,0,3,0,5,3,0,0,0,1,0,1,0,0,11,1,0,0,0,62,1,2,0,1,3,12,0,0,16,4,1,0,1,2,0,0,0,0,0,1,10,32,0,0,0,3,7,1,2
42127,0,0,1,0,0,1,4,0,0,0,3,0,3,0,0,7,0,0,0,0,41,1,0,0,0,0,6,0,0,13,2,0,0,0,1,0,0,0,0,0,0,13,24,0,0,1,0,2,0,0
43224,0,0,1,0,0,3,3,0,0,0,1,0,1,0,0,7,0,0,0,0,37,0,0,0,0,2,7,0,0,12,3,1,0,0,0,0,0,0,0,0,0,9,19,0,0,0,1,3,1,0
31185,0,0,0,2,0,1,4,0,0,0,0,1,0,0,0,8,0,0,0,0,72,1,3,0,2,3,18,0,0,23,8,4,0,0,5,0,0,0,0,0,0,19,33,0,0,0,1,6,0,2
770,0,0,2,1,0,1,4,0,0,0,2,0,0,0,1,4,1,1,0,0,32,0,0,1,0,1,8,0,0,6,4,2,0,1,0,0,0,0,0,0,0,4,19,0,0,0,0,1,0,0
38939,0,2,0,0,0,2,6,0,0,0,4,0,1,0,0,5,0,0,1,0,48,1,1,0,0,0,8,0,0,13,3,2,0,0,4,0,0,0,0,0,0,10,25,0,0,0,1,6,0,1
30635,0,0,1,0,0,8,1,0,0,0,2,0,1,0,0,8,3,0,0,0,50,1,0,0,2,0,14,0,0,7,2,1,0,3,1,0,0,0,0,0,0,7,27,0,0,0,0,9,0,2
32610,0,1,0,0,0,2,2,0,0,0,3,0,1,0,0,8,2,0,0,0,41,0,0,1,1,3,6,0,0,15,0,0,0,2,1,0,0,0,0,0,0,10,20,0,0,0,0,3,0,1
33763,0,0,0,2,0,3,2,0,0,1,3,1,0,0,0,6,3,0,0,0,70,0,0,0,0,8,16,0,0,27,2,1,0,3,4,0,0,0,1,0,0,17,29,0,0,0,2,7,0,2
13984,0,0,1,2,0,0,4,0,0,0,3,0,2,0,0,7,2,0,0,0,55,0,1,0,0,4,17,0,0,10,5,3,0,2,3,0,0,0,0,0,0,6,35,0,0,0,0,3,0,0
757,0,1,0,0,0,2,4,1,0,0,1,0,0,1,0,8,1,0,0,0,39,0,2,0,0,2,7,0,0,12,2,0,0,1,0,0,0,0,0,0,1,6,20,0,0,0,2,2,0,2
38483,0,0,0,1,0,2,1,0,0,0,0,0,1,0,0,1,0,0,0,0,14,0,0,0,0,0,3,0,0,3,0,0,0,0,2,0,0,0,0,0,0,3,7,0,0,0,0,4,0,0
44792,0,0,0,1,0,2,2,0,0,0,3,0,3,0,0,11,1,0,0,0,50,0,2,0,0,3,12,0,0,10,3,1,0,1,2,0,0,0,0,0,0,7,32,0,0,0,0,4,0,0
762,0,0,0,0,0,0,4,0,0,0,2,0,1,0,0,5,1,0,0,0,35,0,0,0,0,0,11,0,0,9,0,0,0,1,1,0,0,0,0,0,1,6,23,0,0,0,3,1,0,1
17473,0,0,0,1,0,5,3,1,0,0,2,0,1,0,1,7,2,0,0,0,54,0,0,0,1,1,14,1,0,13,2,2,0,2,1,0,0,0,0,0,0,8,28,0,0,0,4,6,0,2
40962,0,0,0,1,0,1,0,0,0,0,4,0,0,0,0,9,3,0,0,0,43,0,3,0,1,0,7,0,0,11,5,1,0,3,0,0,1,0,0,0,1,8,21,0,0,0,3,1,0,2
41603,0,0,0,0,0,4,5,0,0,0,7,0,2,0,0,4,3,0,0,0,56,1,1,0,1,1,14,0,0,13,2,1,0,3,0,0,0,0,0,0,0,12,33,0,0,0,0,4,0,1
17484,0,0,0,3,0,1,5,1,0,0,2,0,1,0,0,6,3,0,0,0,57,0,1,1,0,2,16,0,0,14,3,2,0,3,2,0,0,0,0,0,0,10,33,0,0,0,1,3,0,1
30994,0,0,0,0,0,3,3,0,0,2,3,0,1,0,0,7,1,0,0,0,45,0,0,0,0,1,10,0,0,11,2,2,0,1,2,0,0,0,0,0,0,10,24,0,0,0,0,5,0,2
32525,0,0,1,1,0,1,0,0,0,0,1,1,2,0,0,10,1,0,0,0,53,0,1,1,0,1,17,0,0,12,4,1,0,1,4,0,0,0,0,0,0,9,31,0,0,0,1,5,0,0
41748,0,0,4,0,0,6,3,0,0,0,5,0,0,0,0,5,2,0,0,0,54,0,1,0,0,3,7,0,0,16,6,1,0,3,3,1,0,0,0,0,0,10,20,0,0,0,3,9,0,0
41991,0,0,1,1,0,5,1,0,0,0,3,0,0,0,0,8,1,0,0,0,53,1,0,1,1,1,8,0,0,18,2,1,0,1,3,0,0,0,0,0,1,12,22,0,0,0,4,8,0,2
29770,0,1,0,1,0,2,1,0,0,0,3,0,0,0,0,9,1,0,0,0,44,0,0,0,1,1,12,0,0,10,1,1,0,1,3,0,0,0,0,0,0,6,26,0,0,0,2,5,0,1
30362,0,0,1,0,0,2,4,0,0,1,3,0,1,0,0,10,0,0,0,0,58,1,0,1,0,2,13,0,0,20,2,1,0,0,1,0,0,0,0,0,0,14,32,0,0,0,3,3,0,1
33909,0,1,2,2,0,4,5,0,0,0,0,0,0,1,0,5,1,0,0,0,38,0,1,1,0,2,5,0,0,11,4,1,0,1,1,0,0,0,0,0,0,6,17,0,0,0,0,5,0,0
34465,0,0,1,1,0,4,6,0,0,1,2,0,3,0,0,8,0,0,0,0,52,1,1,0,1,2,12,0,0,9,2,0,0,0,2,0,0,0,0,0,0,7,33,0,0,0,0,6,0,2
38794,0,1,0,0,0,4,6,0,0,0,4,0,0,0,0,7,0,0,0,0,56,1,1,0,2,2,16,0,0,13,3,2,0,0,0,0,0,0,0,0,0,9,34,0,0,0,1,4,0,2
10247,0,2,1,0,0,3,4,0,0,1,5,0,3,0,0,5,1,0,0,0,51,0,1,0,1,3,7,0,0,12,5,3,0,1,4,0,0,0,0,0,0,5,24,0,0,0,2,7,0,2
31635,0,0,0,0,0,2,3,0,0,0,3,0,0,0,0,3,1,0,0,0,40,0,0,0,1,3,10,0,0,11,1,1,0,1,5,0,0,0,0,0,0,8,19,0,0,0,0,7,0,1
823,0,0,1,4,0,2,6,0,0,1,2,0,0,0,1,3,4,0,0,0,68,0,0,0,0,2,20,1,0,18,4,3,0,4,3,0,0,0,0,0,0,13,35,0,0,0,3,5,0,1
11788,0,0,0,1,0,1,2,0,0,0,1,0,0,0,0,5,0,0,0,0,32,1,0,0,0,3,8,0,0,11,0,0,0,0,2,0,0,0,0,0,0,6,18,0,0,0,2,3,0,0
719,0,0,1,0,0,2,4,0,0,0,1,0,0,0,0,3,2,0,0,0,55,1,0,2,2,2,10,0,0,23,4,3,0,2,2,0,0,0,0,0,1,18,19,0,0,0,1,4,0,3
17171,0,2,0,0,0,3,3,1,0,1,2,0,0,0,0,6,1,0,0,0,47,1,2,0,0,1,12,0,0,13,3,1,0,1,1,0,0,0,0,0,0,7,24,0,0,0,3,4,0,2
5469,0,0,1,0,0,1,1,0,0,0,1,1,2,0,0,3,0,0,0,0,25,1,0,0,0,0,8,0,0,5,2,0,0,0,1,0,0,0,0,0,0,4,16,0,0,0,1,2,0,0
41233,0,0,0,3,0,0,2,0,0,0,2,0,1,0,0,7,2,0,0,0,43,0,0,0,1,4,13,0,0,12,0,0,0,2,0,0,0,0,0,0,0,8,28,0,0,0,0,0,0,1
33030,0,0,1,0,0,3,2,1,0,0,2,0,1,0,0,3,0,0,0,0,33,0,0,0,0,0,10,0,0,10,1,0,0,0,0,0,0,0,0,0,0,6,18,0,0,0,4,3,0,1
18991,0,1,1,0,0,6,3,0,0,0,2,1,1,0,0,5,1,0,0,0,44,0,0,0,0,2,6,0,0,12,5,3,1,1,2,0,0,0,0,0,0,8,18,0,0,0,1,8,0,0
29839,0,0,0,1,0,3,5,0,0,0,1,0,2,0,1,11,6,0,0,0,68,1,1,0,1,1,21,1,0,13,1,0,0,6,1,0,0,0,0,0,0,11,42,0,0,0,1,4,0,1
14089,0,0,2,1,0,2,4,0,0,0,3,0,1,0,0,5,0,0,0,0,43,0,0,1,0,2,6,0,0,18,2,0,0,0,1,0,0,0,0,0,0,14,20,0,0,0,1,3,0,0
41733,0,0,0,0,0,2,3,0,0,0,1,0,0,0,0,2,1,0,0,0,18,0,0,0,0,0,3,0,0,4,0,0,0,1,2,0,0,0,0,0,0,4,9,0,0,0,0,4,0,0
18596,0,0,0,0,0,4,2,0,0,1,0,0,1,0,0,7,1,0,0,0,42,0,2,0,0,1,13,0,0,8,4,2,0,1,1,0,0,0,0,0,0,6,23,0,0,0,1,5,0,1
33693,0,0,0,1,0,2,3,0,0,0,3,1,1,0,0,7,2,0,0,0,45,0,0,0,1,1,10,0,0,13,2,1,0,2,0,0,0,0,0,0,0,12,25,0,0,0,0,2,0,1
33910,0,0,2,0,0,3,1,0,0,0,4,0,1,1,0,4,1,0,0,1,38,0,0,0,0,0,7,0,0,11,4,2,0,1,1,0,0,0,0,0,0,10,17,0,0,0,0,4,0,1
29699,0,0,0,0,0,4,2,0,0,0,0,0,1,0,0,5,2,0,0,0,39,0,1,0,0,2,11,0,0,11,2,1,0,2,1,0,0,0,0,0,0,7,19,0,0,0,2,5,0,0
5728,0,1,0,0,0,1,3,0,0,0,1,0,0,0,0,1,0,0,0,0,17,0,1,0,1,1,2,0,0,5,2,1,0,0,1,0,0,0,0,0,0,3,7,0,0,0,0,2,0,1
697,0,0,0,1,0,2,2,0,0,0,3,0,3,0,0,7,0,0,0,0,48,0,0,0,0,2,11,0,0,16,1,1,0,0,1,0,0,0,0,0,1,12,27,0,0,0,2,3,0,1
42008,0,1,0,1,0,2,5,0,0,0,6,0,1,0,0,6,4,0,0,0,58,0,0,0,0,3,8,0,0,18,0,0,0,4,7,0,0,0,0,0,0,13,27,0,0,0,1,9,0,0
12811,0,0,1,2,0,4,3,0,0,0,1,1,1,0,0,1,1,0,1,0,34,0,0,0,0,1,5,0,0,11,2,0,0,1,2,0,0,0,0,0,0,9,13,0,0,0,1,6,0,1
17450,0,3,1,1,0,1,4,1,0,0,2,0,2,0,0,13,4,0,0,0,64,1,0,0,1,1,11,0,0,18,1,0,0,4,4,0,0,0,0,0,0,13,34,0,0,0,1,5,0,2
42122,1,1,2,1,0,2,2,1,0,0,5,0,0,0,0,5,1,0,0,0,42,0,0,0,2,1,10,0,0,9,4,0,0,1,0,0,0,0,0,0,0,6,23,0,0,1,1,2,0,3
33828,0,0,1,0,0,4,3,0,0,0,4,0,1,0,0,7,1,0,0,0,52,0,0,1,0,3,12,0,0,15,3,2,0,1,2,0,0,0,0,0,0,10,27,0,0,0,1,6,0,0
661,0,0,0,1,0,3,5,1,1,0,3,0,1,0,0,8,3,0,0,0,73,1,1,0,1,2,13,0,0,21,7,5,0,3,4,0,0,0,0,0,0,19,32,0,0,0,0,7,1,3
40917,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,11,1,0,0,0,0,2,0,0,2,2,1,0,1,0,0,0,0,0,0,0,2,5,0,0,0,0,1,0,0
943,0,0,0,0,0,0,6,0,0,0,2,2,0,0,0,5,3,0,0,0,39,0,0,0,1,1,5,0,0,12,4,1,0,4,0,1,0,1,0,0,0,10,18,0,0,0,1,0,0,1
937,0,1,0,2,0,1,3,0,0,1,4,0,0,0,0,7,1,0,0,0,43,0,1,0,0,0,9,0,0,12,1,0,0,2,1,1,0,0,0,0,0,10,25,0,0,0,1,2,0,1
44985,0,0,1,0,0,4,2,0,0,0,7,0,1,1,0,6,1,0,0,0,52,0,1,0,0,3,7,0,0,16,5,1,0,1,3,0,1,0,0,0,0,11,23,0,0,0,1,7,1,0
33472,0,0,0,0,0,5,1,0,0,0,0,2,2,0,0,3,2,0,0,0,45,0,0,0,0,3,11,0,0,16,3,1,0,2,2,0,0,0,0,0,0,8,17,0,0,0,5,7,0,0
44976,0,0,0,1,0,4,4,0,0,0,4,0,0,0,0,4,1,0,0,0,39,0,1,0,2,1,10,0,0,6,3,1,0,1,0,0,0,0,0,0,0,5,23,0,0,0,0,4,1,2
31030,0,0,2,1,0,2,3,1,0,0,1,0,0,0,0,6,0,0,0,0,48,0,0,0,0,0,14,0,0,12,6,4,0,0,2,0,0,0,0,0,0,10,25,0,0,0,2,4,0,1
18994,0,0,1,1,0,2,4,0,0,0,2,0,0,0,0,7,1,0,0,0,53,1,0,0,0,1,13,0,0,14,2,1,1,1,4,0,0,0,0,0,1,10,29,0,0,0,3,6,0,1
17476,0,0,1,1,0,4,5,1,0,0,2,1,1,0,0,8,4,0,0,1,63,1,1,0,1,2,13,0,0,16,4,1,0,4,1,0,0,0,0,0,0,12,31,0,0,0,2,5,0,3
32395,0,0,0,0,0,1,0,0,0,0,3,0,0,0,0,3,0,0,0,0,24,0,0,0,1,1,4,0,0,9,0,0,0,0,3,0,0,0,0,0,0,8,10,0,0,0,0,4,0,1
10318,0,2,0,0,0,4,4,0,0,0,3,0,1,0,0,5,0,0,1,0,42,1,0,0,1,1,9,0,0,10,2,2,0,0,1,0,0,0,0,0,0,7,23,0,0,0,0,5,0,2
33916,0,1,0,2,0,5,5,0,0,0,1,0,1,1,0,4,0,0,0,0,54,0,3,0,0,4,12,0,0,19,5,2,0,0,0,0,0,0,0,0,0,13,25,0,0,0,0,5,0,0
14460,0,0,0,1,0,1,3,0,0,0,2,0,0,0,0,5,1,0,0,0,23,0,0,0,0,2,3,0,0,5,1,0,0,1,1,0,0,1,0,0,0,2,14,0,0,0,1,2,0,0
42821,0,0,1,0,0,7,4,0,0,0,3,0,0,0,0,8,4,0,0,0,55,0,0,0,0,1,9,0,0,13,4,2,0,5,2,1,1,0,0,0,0,10,24,0,0,0,2,9,0,0
17194,0,1,1,1,0,2,3,0,0,0,5,1,0,0,0,7,1,0,0,0,55,0,1,0,0,3,15,0,0,15,4,1,0,1,2,0,0,0,0,0,0,11,31,0,0,0,0,4,0,0
28253,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,4,0,0,0,0,20,1,0,1,0,0,2,0,0,7,3,2,0,0,1,0,0,1,0,0,0,5,8,0,0,0,1,2,0,0
10199,0,0,0,0,0,1,1,0,0,0,2,1,0,0,0,3,0,0,0,0,23,0,0,0,0,0,6,0,0,5,3,1,0,0,1,0,0,0,0,1,0,4,12,0,0,0,1,3,1,0
20,0,0,0,1,0,2,2,0,0,0,1,0,1,0,0,4,1,0,0,0,35,2,1,0,1,0,5,0,0,12,1,0,0,1,1,0,0,0,0,0,0,12,16,1,0,0,0,3,0,2
26524,0,0,0,0,0,2,1,0,0,0,2,0,0,0,0,2,0,0,1,0,22,0,0,0,0,0,5,0,0,8,1,1,0,0,0,0,0,0,0,0,0,6,10,0,0,0,2,2,0,1
28804,0,1,0,2,0,3,4,0,0,0,1,0,3,0,0,7,2,0,0,0,51,1,0,0,1,1,5,0,0,20,0,0,0,2,2,0,0,0,0,0,0,16,23,0,0,0,2,5,0,1
16199,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,1,2,0,0,4,2,2,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,1,0,0
42797,0,1,1,1,0,4,8,0,0,1,5,0,0,0,0,7,1,0,0,0,63,0,1,0,0,1,13,0,0,19,4,2,0,1,0,0,0,0,0,0,0,14,34,0,0,0,3,4,0,1
30346,0,0,0,0,0,2,3,0,0,0,4,0,0,0,0,2,2,0,0,0,38,0,0,0,0,1,7,0,0,13,2,2,0,2,2,0,0,0,1,0,0,10,16,0,0,0,2,4,0,1
922,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,4,1,0,0,0,31,0,0,0,1,2,5,0,0,15,1,1,0,2,1,1,0,0,0,0,0,11,11,0,0,0,1,1,0,1
33917,0,1,0,0,0,1,1,0,0,0,1,0,0,1,0,1,0,0,0,0,15,0,1,0,0,0,5,0,0,5,1,0,0,0,0,0,0,0,0,0,0,3,8,0,0,0,0,1,0,0
6949,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,4,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,0,0,1
41609,0,0,0,0,0,3,3,0,0,0,2,0,0,0,0,3,1,0,0,0,38,0,0,0,1,1,10,0,0,10,3,3,0,1,2,0,0,0,0,0,0,6,18,0,0,0,3,5,0,1
17334,0,1,1,0,0,2,2,0,0,1,1,1,1,0,0,8,1,0,0,0,54,1,2,0,1,5,14,0,0,13,5,1,0,1,4,0,0,0,0,0,0,7,27,0,0,0,0,6,0,2
1321,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,4,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0
6974,0,0,0,0,0,2,2,1,0,0,0,0,1,0,0,1,0,0,0,0,23,0,0,0,1,1,7,0,0,7,1,1,0,0,0,0,0,0,0,0,0,5,11,0,0,0,1,2,0,2
31360,0,0,0,0,0,2,3,0,0,0,2,1,2,0,0,8,0,0,0,0,39,0,0,0,0,0,6,0,0,12,1,0,0,0,3,0,0,0,0,0,0,10,21,0,0,0,2,5,0,0
15116,0,0,3,2,0,2,5,0,0,0,0,0,0,0,0,3,7,0,0,0,60,0,1,0,1,4,15,0,0,17,4,0,0,7,3,0,0,0,1,0,0,10,25,0,0,0,3,5,0,2
10691,0,0,0,1,0,0,1,0,0,0,1,0,2,0,0,4,2,0,0,0,35,1,1,0,1,2,7,0,0,12,3,1,0,2,0,0,0,1,0,0,0,10,17,0,0,0,0,0,0,1
14728,0,0,2,0,0,2,4,0,0,1,1,1,0,0,0,11,0,0,0,0,51,1,0,0,0,1,8,0,0,17,4,1,0,0,1,0,0,0,0,0,1,12,25,0,0,0,4,3,0,2
39694,0,0,0,0,0,1,2,0,0,0,1,0,1,0,0,4,1,0,0,0,16,0,0,0,0,2,3,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,11,0,0,0,1,1,0,0
42136,0,0,0,0,1,2,1,0,0,1,4,0,0,0,0,4,1,0,0,0,37,0,1,0,0,1,12,0,0,9,1,0,0,1,1,0,0,0,0,0,0,8,22,0,0,0,0,3,0,1
4345,0,0,0,1,0,0,2,1,0,1,1,0,0,0,0,1,1,0,0,0,21,0,0,0,0,0,5,0,0,7,1,0,0,1,0,0,0,0,0,0,0,7,10,0,0,0,0,0,1,2
695,1,2,0,2,0,2,4,1,0,0,3,1,1,0,0,11,1,0,0,0,60,0,0,0,0,5,11,0,0,19,4,2,0,1,0,0,0,0,0,0,0,10,33,0,1,0,2,2,0,1
31112,0,0,0,1,0,2,5,0,0,0,0,0,3,0,0,7,0,0,0,0,45,2,0,0,0,3,10,0,0,9,2,2,0,0,4,0,0,0,0,0,0,6,28,0,0,0,0,6,0,0
771,1,0,2,1,0,3,2,0,0,0,2,0,3,0,2,11,3,1,0,0,53,0,0,0,0,2,7,1,0,14,4,1,0,3,1,0,0,0,0,0,0,10,26,0,0,0,2,4,0,0
17205,0,2,0,2,0,2,6,0,0,0,3,1,1,0,0,7,1,0,0,0,62,1,1,0,1,2,12,0,0,21,4,1,0,1,1,0,0,1,0,0,0,17,32,0,0,0,0,3,0,1
17564,0,0,3,2,0,6,3,0,0,0,2,0,1,0,0,7,1,0,0,1,53,0,0,0,0,0,12,0,0,11,5,2,0,1,1,0,0,0,0,0,1,10,27,0,0,0,1,7,0,2
33726,0,0,0,0,0,0,2,0,0,0,1,0,1,0,0,4,0,0,0,0,22,0,0,0,0,2,5,0,0,6,1,1,0,0,1,0,0,0,1,0,0,4,13,0,0,0,0,1,0,1
12889,0,1,0,0,0,3,5,0,0,0,2,0,1,0,0,5,3,0,0,0,55,0,0,0,0,4,11,0,0,22,1,1,0,3,2,0,0,0,0,0,0,15,24,0,0,0,2,5,0,0
17545,0,0,0,1,0,3,2,0,0,0,5,0,1,0,0,8,0,0,0,1,44,0,0,1,0,3,7,0,0,12,3,2,0,0,1,0,1,0,0,0,0,7,24,0,0,0,1,4,0,1
10393,0,0,2,2,0,2,3,0,0,0,1,0,2,0,0,7,4,0,0,0,57,0,2,0,0,1,15,0,0,14,5,0,0,4,2,0,0,0,0,0,0,12,30,0,0,0,1,4,1,0
29222,0,0,0,0,0,6,0,0,0,1,1,0,3,0,0,5,3,0,0,0,59,0,1,0,1,4,12,0,0,21,3,2,0,3,3,0,0,0,0,0,0,16,21,0,0,0,1,9,0,2
18950,0,3,0,0,0,2,5,0,0,0,1,0,1,0,0,4,2,0,0,0,52,0,1,0,0,3,8,0,0,22,3,1,0,2,4,0,1,0,0,0,0,12,19,0,0,0,4,6,0,0
33970,0,1,0,0,0,1,3,0,0,0,2,0,0,0,1,4,0,0,1,0,27,0,0,0,0,0,6,1,0,7,0,0,0,0,2,0,0,0,0,0,0,6,15,0,0,0,0,3,0,1
14,0,0,1,0,0,3,7,0,0,0,0,0,1,0,0,5,2,0,1,0,60,1,0,0,0,4,15,0,0,20,3,1,0,2,1,0,0,1,0,0,0,14,29,1,0,0,2,4,0,2
18963,0,0,0,0,0,2,5,0,0,0,2,0,1,0,0,4,1,0,0,0,30,0,1,2,0,1,3,0,0,9,3,1,0,1,0,0,1,0,0,0,0,6,15,0,0,0,0,2,0,0
42045,0,0,1,1,0,5,9,0,0,0,1,0,1,0,0,7,1,0,0,0,46,2,0,0,0,1,5,0,0,10,1,0,0,1,3,0,0,0,0,0,0,8,26,0,0,0,1,8,0,0
10637,0,1,0,1,0,0,2,0,0,0,3,0,1,0,0,6,0,0,1,0,43,1,0,0,0,2,10,0,0,13,2,2,0,0,2,0,0,0,0,0,1,9,24,0,0,0,1,2,0,2
24048,0,0,1,0,0,4,1,0,0,0,2,0,0,0,0,4,0,0,0,0,27,0,0,0,1,1,8,0,0,5,1,0,0,0,0,0,0,0,0,0,0,4,16,0,1,0,0,4,0,1
32942,0,1,2,1,0,1,0,0,0,0,1,0,0,0,0,6,0,0,0,0,48,0,1,1,0,2,7,0,0,22,7,3,0,0,3,0,0,1,0,0,0,17,15,0,0,0,1,4,0,0
15381,0,0,1,0,0,1,2,0,0,0,4,1,2,0,0,5,1,0,0,0,37,0,0,0,0,2,5,0,0,11,6,4,0,1,0,0,0,0,0,0,0,6,18,0,0,0,3,1,0,0
16,0,1,1,0,0,2,6,0,0,0,2,0,0,0,0,3,4,0,0,0,47,1,0,0,2,2,13,0,0,9,2,1,0,4,2,0,0,0,0,0,0,6,25,1,0,0,0,4,0,3
43212,0,0,2,1,0,1,7,0,0,0,3,0,0,0,0,11,2,0,1,0,63,0,0,0,1,1,13,0,0,18,5,2,0,2,0,0,1,0,0,0,0,16,35,0,0,0,1,1,0,2
28274,0,1,0,2,0,3,4,0,0,0,1,2,0,0,0,7,0,0,0,0,48,0,0,1,0,2,10,0,0,17,4,1,0,0,0,0,0,1,0,0,0,11,24,0,0,0,2,3,0,0
37790,0,2,1,2,0,2,1,0,0,0,2,0,0,0,0,4,0,0,0,0,38,0,1,0,0,1,7,0,0,16,3,0,0,0,1,0,1,0,0,0,0,12,16,0,0,0,1,3,0,0
44983,0,0,0,3,0,1,4,0,0,0,3,0,0,0,0,3,1,0,0,0,48,0,0,0,0,0,13,0,0,13,3,2,0,1,3,0,0,0,1,0,0,11,26,0,0,0,2,4,1,1
930,0,0,0,0,0,3,6,0,0,1,2,0,1,0,0,3,2,0,0,0,46,0,0,0,0,1,11,0,0,12,0,0,0,3,3,1,0,0,0,0,1,10,23,0,0,0,1,6,0,2
15710,0,2,2,2,0,2,4,0,0,0,4,0,1,0,0,5,1,0,3,0,65,0,1,0,3,2,12,0,0,22,5,2,0,1,1,0,0,0,0,0,0,17,28,0,0,0,1,3,0,6
